OBJECTID,Id,CrashCount,GroupCode,NUM_FATAL,NUM_INJURY,NUM_NONINJ,EPDO,L1STREET,L2STREET,L1STREETRT,L2STREETRT,FC1STREET,FC2STREET,FC1STREETR,FC2STREETR,RPAS,TOWNS,MASSDOT,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ShapeSTLength,Top_200_Ca,Top_in_RPA,RPA_abbrev,Shape_Leng
2142,0,24,8e5d83f6-f620-4e04-9f28-fef9fdc3f947,0,8,16,56,INTERSTATE 195,RAMP-RT 195 EB TO FAUNCE CORNER RD,I195 EB,R14023,INTERSTATE 195,RAMP-RT 195 EB TO FAUNCE CORNER RD,I195 EB,R14023,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,DARTMOUTH,5,{8D407DFE-7FBB-403F-8BBB-1B7B9FB52B43},,,,,156.880395, ,Y,SRPEDD,156.880358
2143,0,52,92c4c150-2209-4386-9ce1-a5837b431413,0,20,32,132,EAST COLUMBUS AVENUE,UNION STREET, ,N5089,EAST COLUMBUS AVENUE,RAMP-E COLUMBUS AVE (UNION ST) TO RT 91 NB, ,R15509,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{2BC411C5-D1C1-4420-B011-22F7AA11CB47},,,,,202.731345,Y,Y,PVPC,202.73131
2144,0,51,59a271b6-ad1b-4da8-b3d3-c03a1b9ffe33,0,10,41,91,INTERSTATE 91,RAMP-RT 91 NB TO E COLUMBUS AVE (UNION ST),I91 NB,R15508,INTERSTATE 91,RAMP-RT 91 NB TO E COLUMBUS AVE (UNION ST),I91 NB,R15508,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{7A7CEAD6-5169-46F8-BEA4-A5A48E7A2D02},,,,,156.880453, ,Y,PVPC,156.88037
2145,0,6,24eac6ca-0022-484c-939b-30ca09e6edfc,2,2,2,32,WESTMINSTER STREET,SIMONDS ROAD,SR2A EB,L184628,WESTMINSTER STREET,SIMONDS ROAD,SR2A EB,L184628,MONTACHUSETT REGIONAL PLANNING COMMISSION,FITCHBURG,3,{C2B74AE6-1EE4-44BF-9D6B-3BD6DF28DD6F},,,,,204.9663, ,Y,MRPC,204.966275
2146,0,17,b4a30eb3-113a-41ed-84f7-11a204f40cf8,0,6,11,41,BOSTON TURNPIKE,DEWEY ROAD,SR9 EB,L202807,BOSTON TURNPIKE,DEWEY ROAD,SR9 EB,L202807,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,SHREWSBURY,3,{ECC3E51B-2D12-43B6-9E4C-1B66B72F7257},,,,,202.139713, ,Y,CMRPC,202.139668
2147,0,19,9b5ddecc-5c25-4cd6-b848-d03f7c219cdf,0,9,10,55,UNION STREET,MAIN STREET,N5089,N008 EB,MAIN STREET,UNION STREET,N008 EB,N5089,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{969F2C44-6F93-4C92-90DD-C643D27C1D15},,,,,156.880306, ,Y,PVPC,156.880337
2148,0,18,678c94fa-d56a-435d-b4f1-0d168d587f6d,0,8,10,50,STATE ROAD,WILBUR AVENUE,US6 EB,N5501,STATE ROAD,WILBUR AVENUE,US6 EB,N5501,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,DARTMOUTH,5,{ECB390D9-5C71-4C11-99E4-EC623195A789},,,,,189.390074, ,Y,SRPEDD,189.390075
2149,0,26,732c3e70-49a3-47e7-936d-f1d95f32b7e8,0,6,20,50,HATHAWAY ROAD,WALKER STREET,N5295,L109409,HATHAWAY ROAD,WALKER STREET,N5295,L109409,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,NEW BEDFORD,5,{76604192-64D8-4F6B-99FE-A3D515C00B6F},,,,,209.002039, ,Y,SRPEDD,209.002049
2150,0,24,d52bdb98-cca3-4e82-93bf-90120bc7f4b5,0,8,16,56,MEADOW STREET,MONTAGUE ROAD,SR63 NB,SR63 NB,MEADOW STREET,MONTAGUE ROAD,SR63 NB,SR63 NB,PIONEER VALLEY PLANNING COMMISSION,AMHERST,2,{AEFC6837-1688-4FB0-A745-2E1800380F23},,,,,218.998867, ,Y,PVPC,218.998925
2151,0,30,25fdf61a-20d4-4e21-b012-31f5c8535d89,0,9,21,66,BROADWAY,CANAL STREET,SR28 NB,N4231,BROADWAY,SOUTH BROADWAY,SR28 NB,SR28 NB,MERRIMACK VALLEY PLANNING COMMISSION,LAWRENCE,4,{623FEC9C-00C4-4304-ABE3-A026981438CA},,,,,175.266953, ,Y,MVPC,175.266919
2152,0,47,2421c300-0baf-4960-aa53-c65fb8b5df18,0,12,35,95,JOHN F KENNEDY MEMORIAL HIGHWAY,UNION STREET,N100 EB,N5510,JOHN F KENNEDY MEMORIAL HIGHWAY,UNION STREET,N100 EB,N5510,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,NEW BEDFORD,5,{1DEB72FA-0187-4487-835D-CD22209BAAD0},,,,,481.081747, ,Y,SRPEDD,481.081509
2153,0,21,14fa899b-3df7-4f92-a62f-71e5f7587bf0,0,6,15,45,MAIN STREET,GODDARD MEMORIAL DRIVE,SR9 EB,N3550,MAIN STREET,GODDARD MEMORIAL DRIVE,SR9 EB,N3550,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WORCESTER,3,{8ECAD697-C738-48D5-8DEF-861B380E5C6C},,,,,190.739627, ,Y,CMRPC,190.739545
2154,0,19,cbf8b674-594f-44c2-8742-550054aa24e0,0,11,8,63,FULLER ROAD,RAMP-RT 291 WB TO SHAWINIGAN DR,N4939,R16016,FULLER ROAD,RAMP-RT 291 WB TO SHAWINIGAN DR,N4939,R16016,PIONEER VALLEY PLANNING COMMISSION,CHICOPEE,2,{247ED551-A101-4898-881C-D7F096DBAD05},,,,,174.973917, ,Y,PVPC,174.973947
2155,0,31,6f773d39-8936-429c-8f76-38f863956abc,0,6,25,55,FORTUNE BOULEVARD, ,L160491, ,FORTUNE BOULEVARD, ,L160491, ,METROPOLITAN AREA PLANNING COUNCIL,MILFORD,3,{D3E43ECC-6878-418C-B1A7-DCAA8B65AD10},,,,,156.880329, ,Y,MAPC,156.880358
2156,0,52,cae112dd-f5c4-4bc4-a078-366feef80b62,0,9,43,88,INTERSTATE 91,RAMP-RTS 91 NB/5 NB TO RTS 91 NB/5 NB,I91 NB,US5 NB,INTERSTATE 91,RAMP-RTS 91 NB/5 NB TO RTS 91 NB/5 NB,I91 NB,US5 NB,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{F1AA35B0-1DBA-4CAE-B9DE-916752E4FC01},,,,,185.112837, ,Y,PVPC,185.112899
2157,0,37,08b6b752-ec6d-4040-a423-f85d8af61e7d,0,7,30,65,WESTERN AVENUE,MARKET SQUARE,SR107 NB,N364,WESTERN AVENUE,MARKET SQUARE,SR107 NB,N364,METROPOLITAN AREA PLANNING COUNCIL,LYNN,4,{C0095785-CDE6-4B04-8B4C-9645B76884EB},,,,,272.17681, ,Y,MAPC,272.176869
2158,0,27,90d61bf4-c6bb-4c0d-8240-8d94347ef6c3,0,8,19,59,TURNPIKE STREET,ANDOVER STREET,SR114 EB,SR125 NB,TURNPIKE STREET,ANDOVER STREET,SR114 EB,SR125 NB,MERRIMACK VALLEY PLANNING COMMISSION,NORTH ANDOVER,4,{B34E9592-C87B-421E-B099-9F1EFCFB5707},,,,,156.880317, ,Y,MVPC,156.880307
2159,0,19,4f2aa2da-7855-472d-a11a-54d948a1666a,0,8,11,51,COUNTY STREET,ELM STREET,N5297,N5499,COUNTY STREET,ELM STREET,N5297,N5499,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,NEW BEDFORD,5,{8D217396-3539-4D26-8896-B85379B7D47A},,,,,215.426146, ,Y,SRPEDD,215.426164
2160,0,30,ef75c32d-44e4-4f5e-b13b-00b491852018,0,3,27,42,MASSACHUSETTS TURNPIKE,HUNTINGTON AVENUE,I90 EB,SR9 EB,MASSACHUSETTS TURNPIKE,HUNTINGTON AVENUE,I90 EB,SR9 EB,METROPOLITAN AREA PLANNING COUNCIL,BOSTON,6,{ADEF5ADF-D4DA-4D9F-8364-2936C42D4F4D},,,,,437.842514, ,Y,MAPC,437.842489
2161,0,19,072f6d7a-6f79-441b-8b35-6a4d38f8d064,0,4,15,35,MID-CAPE HIGHWAY,RAMP-RT 6 WB TO RT 130,US6 EB,R28152,MID-CAPE HIGHWAY,RAMP-RT 130 TO RT 6 EB,US6 EB,R28106,CAPE COD COMMISSION,SANDWICH,5,{B36C9ABD-A712-494C-BA7B-24968FCF61BC},,,,,157.373978, ,Y,CCC,157.373905
2162,0,33,38f48806-b1af-425d-8fb4-ced2fdbba3e7,0,16,17,97,INTERSTATE 290,RAMP-RT 290 EB TO SHREWSBURY ST,I290 EB,R14513,INTERSTATE 290,RAMP-RT 290 EB TO SHREWSBURY ST,I290 EB,R14513,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WORCESTER,3,{278F851B-90DF-43D6-9563-F6D064B47BD4},,,,,191.628004,"N, RAMP",Y,CMRPC,191.627995
2163,0,23,b707d23a-8910-4067-8408-bf235275ec46,0,4,19,39,GRAND ARMY OF REPUBLIC HIGHWAY,MAIN STREET,US6 EB,N3162,GRAND ARMY OF REPUBLIC HIGHWAY,MAIN STREET,US6 EB,N3162,CAPE COD COMMISSION,WELLFLEET,5,{EAD970A0-2C3B-4B4C-9FA8-205AD2E51334},,,,,291.216991, ,Y,CCC,291.216906
2164,0,29,55630c09-d9b8-4868-aeeb-cc2ad4c6a9d9,0,5,24,49,WESTERN AVENUE,BELLAIR STREET,SR107 NB,L136242,WESTERN AVENUE,BELLAIR STREET,SR107 NB,L136242,METROPOLITAN AREA PLANNING COUNCIL,LYNN,4,{6F68AEA5-5AB2-4BC0-9F42-987B6742AB11},,,,,435.115647, ,Y,MAPC,435.115735
2165,0,27,f1b05316-f7b5-4247-a2d8-6c1766041cab,0,5,22,47,INTERSTATE 93,RIVERSIDE DRIVE,I93 NB,N4231,INTERSTATE 93,RAMP-RT 93 NB TO RTS 110/113,I93 NB,R12220,MERRIMACK VALLEY PLANNING COMMISSION,METHUEN,4,{3A488BF3-49E2-4B48-B811-2D573895CE99},,,,,222.356111, ,Y,MVPC,222.356042
2166,0,21,83a41e44-ffce-4b15-a7c4-3b7722979a0a,0,6,15,45,CRANBERRY HIGHWAY, ,US6 EB, ,CRANBERRY HIGHWAY, ,US6 EB, ,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,WAREHAM,5,{0BD90EA1-7777-4481-AAD0-8832C3B8FF35},,,,,187.124417, ,Y,SRPEDD,187.124342
2167,0,97,d5db6fbc-8cf1-4482-ab7b-2bae25f34099,0,21,76,181,PREMIUM OUTLETS BOULEVARD,SOUTH STREET,L230523,SR1A NB,SOUTH STREET,PREMIUM OUTLETS BOULEVARD,SR1A NB,L230523,METROPOLITAN AREA PLANNING COUNCIL,WRENTHAM,5,{DBB65548-A26E-483B-BC55-9B6EDA5FD918},,,,,210.844412,Y,Y,MAPC,210.844342
2168,0,21,60134d1a-d6ff-4eca-b9aa-b8bf97cbaf01,0,4,17,37,FRENCH KING HIGHWAY,LOOMIS ROAD,SR2A EB,L123558,FRENCH KING HIGHWAY,LOOMIS ROAD,SR2A EB,L123558,FRANKLIN REGIONAL COUNCIL OF GOVERNMENTS,GREENFIELD,2,{467B2787-34CE-4FA2-9875-7415D31039F3},,,,,175.829636, ,Y,FRCOG,175.829657
2169,0,24,7c1fd95c-4cb8-4a77-af78-005fa4ef99c9,0,7,17,52,NATHAN ELLIS HIGHWAY, ,SR151 EB,B1,NATHAN ELLIS HIGHWAY, ,SR151 EB,B1,CAPE COD COMMISSION,MASHPEE,5,{A52F1CCE-5AD5-43CC-8032-623C547DB3AF},,,,,260.191329, ,Y,CCC,260.191517
2170,0,16,dd157f65-410a-40bd-a737-5a45cd7c980d,0,7,9,44,WESTFORD STREET,QUEEN STREET,SR3A NB,L162837,WESTFORD STREET,QUEEN STREET,SR3A NB,L162837,NORTHERN MIDDLESEX COUNCIL OF GOVERNMENTS,LOWELL,4,{8F9A4E82-FFDF-456B-928B-41CBB48FC4FD},,,,,235.330102, ,Y,NMCOG,235.33016
2171,0,49,6c0cf091-d8e1-4e99-bb67-7d5855e5bec3,0,14,35,105,KOSCIUSZKO CIRCLE,WILLIAM J DAY BOULEVARD,N118 NB,N121 NB,KOSCIUSZKO CIRCLE,WILLIAM J DAY BOULEVARD,N118 NB,N121 NB,METROPOLITAN AREA PLANNING COUNCIL,BOSTON,6,{5ED9F87A-B38B-4B0D-A2AD-82C133025327},,,,,195.623267,"N, ROTARY",Y,MAPC,195.623296
2172,0,31,80e0ab2f-822a-4296-a5aa-cc7b79ac25a2,1,14,16,96,INTERSTATE 495,RAMP-RT 495 SB TO RT 38,I495 SB,R13236,INTERSTATE 495,RAMP-RT 495 SB TO RT 38,I495 SB,R13236,NORTHERN MIDDLESEX COUNCIL OF GOVERNMENTS,TEWKSBURY,4,{364D5BF9-0B3E-4EE2-90B4-F2BB1F08276C},,,,,163.687619,"N, RAMP",Y,NMCOG,163.687663
2173,0,24,f045b025-ac7e-4f26-951c-c68ff4539bbc,0,12,12,72,MAIN STREET,RAMP-RT 1 SB TO MAIN ST,N361,R21045,MAIN STREET,RAMP-RT 1 SB TO MAIN ST,N361,R21045,METROPOLITAN AREA PLANNING COUNCIL,SAUGUS,4,{CE3D4D95-65BD-48DD-B72E-0F44DDAA66B1},,,,,156.880234, ,Y,MAPC,156.880307
2174,0,49,74e35a8d-d610-4c93-bac0-07f656da353e,0,8,41,81,PLAIN STREET,MANUFACTURERS STREET,N4405,L157077,PLAIN STREET,RAMP-LOWELL CONN SB TO PLAIN ST,N4405,R28011,NORTHERN MIDDLESEX COUNCIL OF GOVERNMENTS,LOWELL,4,{30D988A1-9E5E-4AC5-A692-71D83ACAF64E},,,,,267.815504, ,Y,NMCOG,267.81558
2175,0,45,625bb7e0-0280-47c7-9994-5185083a6427,0,6,39,69,RODMAN STREET, ,N5417, ,RODMAN STREET, ,N5417, ,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,FALL RIVER,5,{843CA138-5EA6-4D82-9647-E43952C4662E},,,,,156.880347, ,Y,SRPEDD,156.880367
2176,0,61,09b1d140-3a54-4196-8124-bc2e53f6a1dc,0,10,51,101,INTERSTATE 495,GREAT ROAD,I495 NB,SR119 EB,INTERSTATE 495,GREAT ROAD,I495 NB,SR119 EB,METROPOLITAN AREA PLANNING COUNCIL,LITTLETON,3,{076A15D1-30EB-4396-9FA0-047593831CF9},,,,,264.743808,"N, HIGHWAY",Y,MAPC,264.743837
2177,0,57,08120cd4-f12b-41e7-bc47-188879c9e590,0,18,39,129,MIDDLESEX ROAD,KENDALL ROAD,SR3A NB,SR3A NB,MIDDLESEX ROAD,KENDALL ROAD,SR3A NB,SR3A NB,NORTHERN MIDDLESEX COUNCIL OF GOVERNMENTS,TYNGSBOROUGH,4,{0398CD17-A6C6-4652-952A-119B9F7CC02B},,,,,322.066352,Y,Y,NMCOG,322.06636
2178,0,16,7335aa45-80a2-4444-8917-b3d3a25b9b29,0,10,6,56,MORTON STREET,NORFOLK STREET,SR203 EB,N1621,MORTON STREET,NORFOLK STREET,SR203 EB,N1621,METROPOLITAN AREA PLANNING COUNCIL,BOSTON,6,{BCC23FB4-C620-439E-A4AA-4951F2627E1C},,,,,179.19415, ,Y,MAPC,179.194101
2179,0,34,58d3e4e0-2791-40fa-836b-1c3160b50dd5,0,15,19,94,ARMORY STREET,ARMORY CIRCLE,N4906,N015 NB,ARMORY CIRCLE,ARMORY STREET,N015 NB,N4906,PIONEER VALLEY PLANNING COMMISSION,SPRINGFIELD,2,{0EFCC5A7-E901-465D-B42E-9F33AB8FFA90},,,,,156.880355, ,Y,PVPC,156.88037
2180,0,31,0631b51c-efd7-4e17-8372-73b036366a66,0,10,21,71,YANKEE DIVISION HIGHWAY,RAMP-RTS 95 NB/128 NB TO RT 129,I95 NB,R12705,YANKEE DIVISION HIGHWAY,RAMP-RTS 95 NB/128 NB TO RT 129,I95 NB,R12705,METROPOLITAN AREA PLANNING COUNCIL,WAKEFIELD,4,{9A088AFC-6CB2-4BCD-8967-0801582D2082},,,,,180.81811, ,Y,MAPC,180.818053
2181,0,16,59300ec7-bda1-4a48-8efc-29ba16a3cc52,1,5,10,45,ALFRED BESSETTE MEMORIAL HIGHWAY,RAMP-PHILLIPS RD TO RT 140 SB,SR140 NB,R26037,ALFRED BESSETTE MEMORIAL HIGHWAY,RAMP-PHILLIPS RD TO RT 140 SB,SR140 NB,R26037,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,NEW BEDFORD,5,{B36A0AFA-C51C-4BF0-8ED3-2A16F545B6DF},,,,,203.259885, ,Y,SRPEDD,203.259836
2182,0,25,c537ead1-65fd-419c-8a40-2781abaf824e,0,5,20,45,PARK AVENUE,PRATT STREET,SR12 NB,L207741,PARK AVENUE,PRATT STREET,SR12 NB,L207741,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WORCESTER,3,{39D20CE5-5439-411C-AE0C-CF0C153AED4A},,,,,333.820283, ,Y,CMRPC,333.820311
2183,0,49,a74fa466-e0cb-4a19-9855-5fc3d5790c87,0,11,38,93,LOWELL STREET,KING STREET,N376,L143703,LOWELL STREET,ENDICOTT STREET,N376,N1887,METROPOLITAN AREA PLANNING COUNCIL,PEABODY,4,{326A3B73-D0BA-41BA-8295-36A8E82B84BE},,,,,266.675599, ,Y,MAPC,266.67553
2184,0,58,9aaef05b-ebee-45dd-bf2c-e5e95b2ea53b,0,15,43,118,BOSTON TURNPIKE,SOUTH STREET,SR9 EB,N3797,BOSTON TURNPIKE,SOUTH STREET,SR9 EB,N3797,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,SHREWSBURY,3,{FB797220-7B5E-4E8B-87B2-DC8D50F3B944},,,,,186.553636,Y,Y,CMRPC,186.553675
2185,0,8,f096a970-db27-4671-b7ae-cb786a7dce9e,0,4,4,24,PITTSFIELD-LENOX ROAD,WEST MOUNTAIN ROAD,US7 NB,L198228,PITTSFIELD-LENOX ROAD,WEST MOUNTAIN ROAD,US7 NB,L198228,BERKSHIRE REGIONAL PLANNING COMMISSION,LENOX,1,{5A48A7A1-E44D-4023-B018-24A557BD71FA},,,,,271.704377, ,Y,BRPC,271.704358
2186,0,28,ee0376a6-8ac7-43ba-b900-c1d5bb155ea1,0,9,19,64,INTERSTATE 195,RAMP-RT 195 WB TO RT 136,I195 WB,R14086,INTERSTATE 195,RAMP-RT 195 WB TO RT 136,I195 WB,R14086,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,SWANSEA,5,{E94C7D35-D52B-4FD3-BC31-5ECA168ED23F},,,,,156.880306, ,Y,SRPEDD,156.880337
2187,0,24,07f562ac-d080-4ed5-aeb9-8c9f6637f9b7,0,5,19,44,HANCOCK STREET,ELM AVENUE,SR3A NB,N2988,HANCOCK STREET,ELM AVENUE,SR3A NB,N2988,METROPOLITAN AREA PLANNING COUNCIL,QUINCY,6,{C5FBF4DC-CE2B-4F81-8BD6-57BFC9A7EE07},,,,,376.079802, ,Y,MAPC,376.079873
2188,0,35,cd76859a-419a-4b3e-9900-8a0028b60ac1,2,13,20,105,MAIN STREET,NILSSON STREET,N4636,L122473,MAIN STREET,NILSSON STREET,N4636,L122473,OLD COLONY PLANNING COUNCIL,BROCKTON,5,{CC3FFBC8-882B-4CD7-BAE7-7635B68AC74D},,,,,224.78639,Y,Y,OCPC,224.786395
2189,0,18,980b5b63-b764-4164-918e-f2e38504e4f9,0,6,12,42,AMESBURY ROAD,AMESBURY LINE ROAD,SR110 EB,N4169,AMESBURY ROAD,AMESBURY LINE ROAD,SR110 EB,N4169,MERRIMACK VALLEY PLANNING COMMISSION,HAVERHILL,4,{AAB05DB7-0FC9-4BBB-ABAD-127351141B98},,,,,258.273153, ,Y,MVPC,258.273137
2190,0,44,f65b5d1b-210c-4b20-bfb0-eb76b5b57668,0,5,39,64,MAIN STREET,RAMP-RT 125 SB TO RT 495 NB,SR125 NB,R13190,INTERSTATE 495,MAIN STREET,I495 NB,SR125 NB,MERRIMACK VALLEY PLANNING COMMISSION,HAVERHILL,4,{5BED1CD7-F266-4174-8953-4C11AD586421},,,,,228.580894, ,Y,MVPC,228.580892
2191,0,23,a40a29a1-4306-415c-b180-1f41f28d4674,0,5,18,43,BROADWAY,ELM STREET EAST,SR138 NB,N5622,BROADWAY,ELM STREET EAST,SR138 NB,N5622,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,RAYNHAM,5,{41E90677-528D-4A06-93E9-A77EE94FED6A},,,,,263.955869, ,Y,SRPEDD,263.955904
2192,0,61,70bc71ba-24ad-4da8-872b-3333b4da56cf,0,11,50,105,INTERSTATE 93,RAMP-RT 28 TO RT 93 SB,I93 NB,R12190,INTERSTATE 93,RAMP-RT 28 TO RT 93 SB,I93 NB,R12190,METROPOLITAN AREA PLANNING COUNCIL,SOMERVILLE,4,{B471AA70-8387-4CC3-9D57-7A224E182230},,,,,200.451621,"N, RAMP",Y,MAPC,200.451636
2193,0,40,574af813-a5dd-4809-bf0c-eb8742967aff,0,7,33,68,MAIN STREET,MILL STREET,SR131 EB,L164624,MAIN STREET,WEST STREET,SR131 EB,N3512,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,SOUTHBRIDGE,3,{57BE24E5-D42B-45B3-83EB-EBA8E645C4DE},,,,,257.952367, ,Y,CMRPC,257.952273
2194,0,58,3cef1fae-96de-47fb-95bf-1a312d90f939,0,15,43,118,CENTRAL STREET,JACKSON STREET,N088 EB,L114788,CENTRAL STREET,JACKSON STREET,N088 EB,L114788,NORTHERN MIDDLESEX COUNCIL OF GOVERNMENTS,LOWELL,4,{2E1C1FE9-8B9E-4A54-BD94-F69A18FC8B83},,,,,457.063156,Y,Y,NMCOG,457.06311
2195,0,76,a7722165-9e5c-4acb-8235-de48cfa1c579,1,25,50,185,SERGEANT WILLIAM G WALSH EXPRESSWAY,GRANITE AVENUE,I93 NB,N1650,SERGEANT WILLIAM G WALSH EXPRESSWAY,GRANITE AVENUE,I93 NB,N1650,METROPOLITAN AREA PLANNING COUNCIL,MILTON,6,{E9A2A114-FB67-46C4-B25A-53D7395E4B8E},,,,,315.139337,"N, HIGHWAY",Y,MAPC,315.139409
2196,0,14,9bc3919d-43db-4f94-a7d8-b10df62a0a0f,0,8,6,46,MEADOW STREET,MCKINSTRY AVENUE,N4914,N5129,MEADOW STREET,MCKINSTRY AVENUE,N4914,N5129,PIONEER VALLEY PLANNING COMMISSION,CHICOPEE,2,{02846598-6C4D-400A-A47D-AE944CF2835B},,,,,164.586467, ,Y,PVPC,164.586516
2197,0,27,c9eb67e7-b1a2-4898-89f4-55261c62a41c,0,7,20,55,HUBBARD AVENUE, ,N1087 NB, ,HUBBARD AVENUE, ,N1087 NB, ,BERKSHIRE REGIONAL PLANNING COMMISSION,PITTSFIELD,1,{97140AAE-AD62-4D6C-A112-9DABA23E3A2E},,,,,156.880278, ,Y,BRPC,156.880374
2198,0,25,d741fb64-bb31-476a-af87-da9ee4454f85,0,4,21,41,BELMONT STREET,RODNEY STREET,SR9 EB,L170567,BELMONT STREET,RODNEY STREET,SR9 EB,L170567,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WORCESTER,3,{AFFCBCAF-2FE6-41B9-BCAB-8CF69354186E},,,,,214.316439, ,Y,CMRPC,214.316492
2199,0,25,a2c42f3e-69d1-418c-8dc8-a254733d4bcd,0,11,14,69,PILGRIM HIGHWAY,RAMP-RT 3 SB TO RT 18 SB,SR3 NB,R22037,PILGRIM HIGHWAY,RAMP-RT 3 SB TO RT 18 SB,SR3 NB,R22037,METROPOLITAN AREA PLANNING COUNCIL,WEYMOUTH,6,{11AC81B1-CF8C-47A6-BDE2-CC84D54B86A4},,,,,239.741269, ,Y,MAPC,239.741273
2200,0,22,9e74daa4-4900-466d-935e-9ca369fe2105,1,9,12,67,NORTH MAIN STREET,SCANLON DRIVE,SR28 NB,N1741,NORTH MAIN STREET,SCANLON DRIVE,SR28 NB,N1741,METROPOLITAN AREA PLANNING COUNCIL,RANDOLPH,6,{AD8684D0-79E4-4149-BF4E-BAFC579131AC},,,,,224.855469, ,Y,MAPC,224.855486
2201,0,40,c85abc65-592e-4e03-8c81-c3c2db80c3ac,0,14,26,96,PLANTATION STREET,LINCOLN STREET,N3590,N3598,PLANTATION STREET,LINCOLN STREET,N3590,N3598,CENTRAL MASSACHUSETTS REGIONAL PLANNING COMMISSION,WORCESTER,3,{DF04F0D3-A623-4F0A-9A8B-EDDE5C242FE7},,,,,253.771426,Y,Y,CMRPC,253.77135
2202,0,21,8684000c-a027-4cf1-b592-64070086e449,0,6,15,45,SOUTH STREET,RAMP-RT 495 NB TO RT 1A,SR1A NB,R13053,SOUTH STREET,RAMP-RT 495 NB TO RT 1A,SR1A NB,R13053,METROPOLITAN AREA PLANNING COUNCIL,WRENTHAM,5,{C7031D7E-41F8-4484-980B-B6A13D8E5F1C},,,,,348.272388, ,Y,MAPC,348.272189
2203,0,26,eaf27f88-4a6e-4ee5-8b9e-f63f5eb2b747,0,5,21,46,COLUMBIA STREET,EAGLE STREET,N5417,L205990,COLUMBIA STREET,EAGLE STREET,N5417,L205990,SOUTHEAST REGIONAL PLANNING & ECONOMIC DEVELOPMENT DISTRICT,FALL RIVER,5,{06B8D37B-A303-4898-B26E-30C2E4268F06},,,,,187.841692, ,Y,SRPEDD,187.841728
2204,0,21,77ad4f0f-b812-4498-bd02-f34311dade14,0,6,15,45,INTERSTATE 495,RAMP-RT 495 SB TO RT 111,I495 SB,R13134,INTERSTATE 495,RAMP-RT 495 SB TO RT 111,I495 SB,R13134,METROPOLITAN AREA PLANNING COUNCIL,BOXBOROUGH,3,{6B0C30C1-548A-4E79-87FA-D83B0303FBE6},,,,,160.838328, ,Y,MAPC,160.83831
2205,0,17,a83f918e-7aa7-4d40-86c1-1c82a9f70107,0,8,9,49,BEECH STREET,ESSEX STREET,US202 NB,L153571,BEECH STREET,ESSEX STREET,US202 NB,L153571,PIONEER VALLEY PLANNING COMMISSION,HOLYOKE,2,{D95667BC-9641-4458-B037-7761D3FB5A0F},,,,,221.073044, ,Y,PVPC,221.073019
2206,0,66,78ddc010-4dfc-45ee-a66e-8d3ee8c84c34,0,9,57,102,SPEEN STREET,PRIME PARKWAY,N1134 NB,L145687,SPEEN STREET,RAMP-SPEEN ST NB (RT 9 WB) TO SPEEN ST SB,N1134 NB,R50336,METROPOLITAN AREA PLANNING COUNCIL,NATICK,3,{7CEF7800-6463-402B-924C-3F892FAEEA51},,,,,346.595204,Y,Y,MAPC,346.595188
2207,0,34,8be44aab-bf13-4f0c-8d8b-bf026cbaa9e2,0,10,24,74,WAVERLEY OAKS ROAD,BEAVER STREET,SR60 EB,N14561 WB,WAVERLEY OAKS ROAD,BEAVER STREET,SR60 EB,N14561 WB,METROPOLITAN AREA PLANNING COUNCIL,WALTHAM,4,{A6FC5A13-B87E-4B87-A1E6-026A6DBCE050},,,,,366.66138, ,Y,MAPC,366.661566
